Region,Country,Measure Code,Measure,Currency Code,Amount (Local),Amount USD,Source,Post Date,Details
Central and West Asia,Georgia,8,08 - International Assistance Received,GEL,2015242345,662749027,,7/27/2020,
Central and West Asia,Georgia,08A,08A - Swaps,GEL,,,,7/27/2020,
Central and West Asia,Georgia,08B,08B - International loans/grants,GEL,2015242345,662749027,,7/27/2020,
Central and West Asia,Georgia,08B1,08B1 - Asian Development Bank,GEL,340805272,112080000,"ADB Table A1.2: Sovereign Lending and Asian Development Fund Grant Operations, Table A1.3: Nonsovereign Operations, Table A1.4: Asia Pacific Disaster Response Fund and Technical Assistance, Table A1.5: Country Support under TA 9550-REG. (all accessed 24 July 2020) ADB. https://www.adb.org/news/adb-100-million-loan-mitigate-adverse-health-economic-impacts-covid-19-georgia (accessed 4 June 2020)",7/27/2020,"(i) April, USD8.37 million (with USD59 million co-financed) as a guarantee under Trade Finance Program (Additional Financing); (ii) USD2.81 million (with USD0.19 million co-financed) as a loan under Trade Finance Program (Additional Financing); (iii) USD0.50 million under the TA 9950-REG: Regional Support to Address the Outbreak of COVID-19 and Potential Outbreaks of Other Communicable Diseases; (iv) May 28, USD100 million loan funded by the COVID-19 pandemic response option (CPRO) under ADB’s Countercyclical Support Facility; (v) June 3, Developing a Disaster Risk Transfer Facility in the Central Asia Regional Economic Cooperation Region (Additional Financing) - USD0.07million; (vi) June 25, Preparing the Second Domestic Resource Mobilization Program (Additional Financing) - USD0.1 million [update]; (vii) June 30, Quality Jobs and the Future of Work - USD0.1 million [update]; (viii) July 13, Addressing Health Threats in the Central, West, and East Asia Region - USD0.13 million .[update]"
Central and West Asia,Georgia,08B2,08B2 - Other,GEL,1674437074,550669027,WB. https://www.worldbank.org/en/news/press-release/2020/04/29/world-bank-pledges-80-million-to-support-georgias-response-to-covid-19-pandemic (accessed 14 May 2020). UN. http://mptf.undp.org/factsheet/fund/COV00 (accessed 22 May 2020). AIIB. https://www.aiib.org/en/news-events/news/2020/AIIB-Approves-EUR91.34-Million-COVID-19-Emergency-Assistance-to-Georgia.html (accessed 28 May 2020). European Invesment Bank. https://www.eib.org/en/press/all/2020-185-eib-group-and-bank-of-georgia-join-forces-to-support-businesses-in-georgia-to-better-deal-with-the-consequences-of-the-covid-19-crisis (accessed 8 July 2020). World Bank. https://www.worldbank.org/en/news/press-release/2020/06/30/world-bank-provides-additional-support-to-help-georgia-mitigate-the-economic-impacts-of-covid19 (accessed 9 July 2020). AIIB. https://www.aiib.org/en/news-events/news/2020/AIIB-Approves-EUR45-Million-Loan-to-Georgia-for-COVID-19-Crisis-Mitigation.html (accessed 23 July 2020),7/27/2020,"(i) April 29, USD80 million provided by the World Bank under its Fast Track COVID-19 Facility; (ii) May 1, USD200 million provided by the IMF under its Extended Fund Facility; (iii) May 21, USD1 million in grants from UN agencies (USD175,000 from UNFPA, USD400,000 from UNDP, and USD425,000 from UNICEF) as part of the UN COVID-19 Response and Recovery Fund; (iv) May 22, EUR91.34 million from the Asian Infrastructure Investment Bank (AIIB) (co-financed by the World Bank) to finance Georgia’s health infrastructure and social protection measures, support early detection and confirmation of cases, as well as disease surveillance and strengthening of health system preparedness; (v) As of May 26, USD2.7 million to prepare laboratory systems, activate case-finding and event-based surveillance, support technical experts for response and preparedness, bolster risk communication, and more; (vi) The European Invesment Bank (EIB) and the Bank of Georgia have signed a guarantee agreement of up to EUR60 million backed by the InnovFin SME Guarantee Facility covering 50% of every loan disbursed by the Bank of Georgia; (vii) EUR45 million in additional financing for the Georgia Economic Management and Competitiveness Development Policy Operation (DPO). This supplemental development policy financing aims to support the Government of Georgia in covering an unanticipated financing gap that has arisen due to the impacts of the COVID-19 pandemic; (viii) July 21, EUR45 million from the AIIB's COVID-19 Crisis Recovery Facility to mitigate the negative economic and social impacts of COVID-19 and sustain the momentum of pre-pandemic reforms that support economic growth and resilience. [update]"
Central and West Asia,Georgia,9,09 - International Assistance Provided,GEL,,,,7/27/2020,
Central and West Asia,Georgia,09A,09A - Swaps,GEL,,,,7/27/2020,
Central and West Asia,Georgia,09B,09B - International loans/grants,GEL,,,,7/27/2020,
Central and West Asia,Georgia,10,10 - No breakdown,GEL,500000000,164434076,IMF. https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19 (accessed 7 May 2020).,7/27/2020,"May 7, GEL500 million will be provided to support businesses, including through the credit guarantee scheme. Financing for working capital will increase. This belongs in Measures 1A and 2C."
Central and West Asia,Georgia,11,11 - Other Economic Measures,GEL,,,,7/27/2020,
Central and West Asia,Georgia,12,12 - Non-Economic Measures,GEL,,,IMF. https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19 (accessed 23 July 2020); WTO. https://www.wto.org/english/tratop_e/covid19_e/trade_related_goods_measure_e.htm (accessed 8 July 2020).,7/27/2020,"(i) The government has declared a national state of emergency (lifted since May 22) and adopted containment measures, including social distancing, lock down of high-risk districts, closure of border crossing, travel ban for foreign visitors, quarantine for nationals returning to Georgia, closure of shops (other than groceries and gas stations) and schools. Georgian railways resumed June 15, with the passenger train routes: Tbilisi-Batumi, Tbilisi-Zugdidi, Tbilisi-Poti, Tbilisi-Ozurgeti, Tbilisi-Kutaisi. Georgian National Tourism Administration says local travelers are able to visit different parts of Georgia for tourism from today; re-opening of international tourism has been postponed to August; (ii) A mandatory curfew is now in place, requiring the population to remain indoors from 21:00 to 06:00; (iii) All individuals must carry an identity document when outside of their dwelling (on foot or otherwise). Stricter restrictions on movement are in place for individuals aged 70 and above; (iv) Other forms of economic activity, including tourism, has come to a standstill. As of May 5, construction, production of construction materials, carwash, computer and equipment repair shops, and parks will open; (v) Effective 3 April 2020 to 10 May 2020, Temporary export ban on diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, etc.; (vi) Effective July 13, outdoor cultural events and indoor rehearsals are allowed. Public outdoor gatherings of less than 200 people is also allowed. [update]"
Other ADB Members,Germany,1,01 - Liquidity Support,EUR,4.57E+11,5.05531E+11,,7/27/2020,
Other ADB Members,Germany,01A,01A - Short-term lending,EUR,4.57E+11,5.05531E+11,Federal Ministry of Finance. https://www.bundesfinanzministerium.de/Web/EN/Meta/QuickAccess/quickaccess.html%20And%20other (accessed 17 April 2020); Federal Ministry of Finance. https://www.bundesfinanzministerium.de/Content/EN/Pressemitteilungen/2020/2020-03-23-supplementary-budget.html (accessed 17 April 2020).,7/27/2020,March 23: (i) EUR100 billion within the Economic Stabilisation Fund (WSF) for the refinancing of large Kreditanstalt für Wiederaufbau (KfW) loans;  (ii) EUR357 billion increase of the KfW guarantee framework (roughly EUR465 billion) to around EUR822 billion available through guarantee loans and to set up new ones and expand liquidity assistance programs.
Other ADB Members,Germany,01B,01B - Support policies for short-term lending,EUR,,,,7/27/2020,
Other ADB Members,Germany,01C,01C - Forex operations,EUR,,,,7/27/2020,
Other ADB Members,Germany,2,02 - Credit creation,EUR,4.83E+11,5.34292E+11,,7/27/2020,
Other ADB Members,Germany,02A,02A - Financial sector lending/funding,EUR,,,,7/27/2020,
Other ADB Members,Germany,02B,02B - Support policies for long-term lending,EUR,,,International Monetary Fund (IMF). https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19 (accessed 11 April 2020).,7/27/2020,"No amount/estimate: April 1, Release of the countercyclical capital buffer for banks from 0.25% to zero."
Other ADB Members,Germany,02C,02C - Loan guarantees,EUR,4.83E+11,5.34292E+11,Federal Ministry of Finance. https://bit.ly/3el63tR (accessed 17 April 2020); IMF. https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19#G (accessed 17 April 2020); Federal Ministry of Economy and Energy. https://www.bmwi.de/Redaktion/DE/Pressemitteilungen/2020/20200707-altmaier-mit-5-punkte-massnahmepaket-unterstuetzen-wir-deutsche-exportwirtschaft.html (accessed 12 July 2020).,7/27/2020,"(i) March 23, EUR400 billion under the WSF to provide guarantees to companies' debt (up to 60 months); and (ii) EUR63 billion in guarantees by Länder; (ii) July 7,  The federal government supports the financing of German exports with export credit guarantees (annual guarantee volume is EUR20 billion). This is part of the package of measures announced to support  the export industry."
Other ADB Members,Germany,3,03 - Direct long-term lending,EUR,3550000000,3926991150,,7/27/2020,
Other ADB Members,Germany,03A,03A - Long-term lending,EUR,3550000000,3926991150,Reuters. https://reut.rs/3djjklp (accessed 2 May 2020); Federal Ministry of Finance. https://bit.ly/2YPVHf6  (accessed 31 May 2020).,7/27/2020,"(i) April 27, EUR550 million loan to Condor, a German leisure airline; (ii)  May 25, Lufthansa gets a EUR9 billion support, of which EUR3 billion is a KfW syndicated loan (private banks will contribute EUR600 million)."
Other ADB Members,Germany,03B,03B - Forbearance,EUR,,,IMF. https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19 (accessed 21 May 2020); Federal Ministry of Economy and Energy. https://www.bmwi.de/Redaktion/DE/Pressemitteilungen/2020/20200707-altmaier-mit-5-punkte-massnahmepaket-unterstuetzen-wir-deutsche-exportwirtschaft.html (accessed 12 July 2020).,7/27/2020,"No amount/estimate: (i) May, A payment moratorium on consumer loans established before March 15 is granted until June 30, 2020 if the debtor is financially affected by the COVID-19 crisis; (ii) July 1,  New insolvency law making cheaper and easy to file for insolvency for companies and consumers; (iii) July 7, Improved financing conditions for new export transactions (e.g., reduced down payments and delayed repayments for certain transactions). This is part of the package of measures announced to support the export industry [update]."
Other ADB Members,Germany,4,04 - Equity support,EUR,1.12E+11,1.23894E+11,Federal Ministry of Finance. https://bit.ly/3el63tR (accessed 17 April 2020); Federal Ministry for Economic Affairs and Energy. https://bit.ly/3ehnpbi (accessed 17 April 2020);  Bruegel. https://bit.ly/3eeLoYx (accessed 16 April 2020); Deutsche Welle. https://bit.ly/3hFEEFj (accessed 17 April 2020); Finance Yahoo. https://yhoo.it/3gjTIHQ (accessed 25 May 2020); Federal Ministry of Finance. https://bit.ly/2YPVHf6  (accessed 31 May 2020).,7/27/2020,"(i) March 23, EUR100 billion under the WSF to directly acquire equity of larger affected companies and strengthen their capital position. May 25, Lufthansa gets a EUR9 billion support, of which EUR6 billion will be equity; (ii) April 1, EUR2 billion to expand venture capital financing to start-ups, new technology companies, and small businesses during the coronavirus crisis; and (iii) EUR10 billion fund by the state of Bavaria to buy stakes in struggling companies."
